model,scenario,environmental_score,environmental_score_2050,Region
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,1.9761820933246448,1.233372060326817,R10INDIA+
WITCH 5.0,EN_INDCi2030_500f,1.9761819093762267,1.2333721970450606,R10INDIA+
WITCH 5.0,EN_NPi2020_400f,1.9761819094129534,1.2333724094754601,R10INDIA+
WITCH 5.0,EN_NPi2020_450,1.9761819094129534,1.2333722755589003,R10INDIA+
WITCH 5.0,EN_NPi2020_450f,1.9761819094129534,1.2333723934957521,R10INDIA+
WITCH 5.0,EN_NPi2020_500,1.9761819094129534,1.2333722755589003,R10INDIA+
WITCH 5.0,EN_NPi2020_500f,1.9761819094129534,1.2333721952258527,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_D,1.0875854622706447,1.0580140722951301,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.08525859479535898,0.05837620700708421,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LI,1.3057798628490855,1.0,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE,1.3092477445145372,1.046709099044961,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,1.3094633777814815,1.0483547045473938,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE,1.07400580143075,1.0300304332850834,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.08046150379902602,0.05864113670453045,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,1.008619010826919,1.099630669425048,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,1.4347473903416623,1.2200281585061847,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,1.0,1.0993846342422409,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_D,1.012199695185005,1.097831086129624,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LI,1.4442079739960956,1.2186209743691212,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,1.4372649561982975,1.2195179986737004,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_RE,1.0197514015241864,1.1248984792185415,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1.9701195591954375,1.6963293205595233,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1.9690424550439487,1.6981430242319298,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1.973851729397502,1.7104874111739274,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1.921740722657158,1.7018103439759553,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1.919867957138747,1.7170237153203987,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1.9734013319031973,1.6974909378168594,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1.9392909055566139,1.7332515719503467,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1.9267127049933885,1.721675485516264,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1.8632445447647934,1.742006802768857,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,1.6095962559680168,1.7650972056968244,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1.8597404210237678,1.7399890046196633,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,1.6463237645113358,1.7258257983746979,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1.8631748564775992,1.7476515407852893,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1.6382427274789255,1.7190913263185483,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,1.5842608260783761,1.7462076696307829,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1.7814157945763802,1.7304835263871832,R10AFRICA
